Employee_ID,Age,Gender,Department,Years_at_Company,Monthly_Salary,Education_Level,Num_Trainings,Work_Life_Balance,Job_Satisfaction,Attrition,Performance_Rating
1854,51,Female,Finance,13,173563.07,1,8,2,2,No,1.75
1855,56,Female,Sales,7,188044.48,3,1,1,5,No,2.15
1856,42,Male,Admin,11,187868.4,3,9,1,5,No,2.42
1857,58,Female,Admin,22,42541.4,4,5,2,1,No,1.21
1858,26,Male,Sales,22,88769.7,4,5,2,4,No,1.99
1859,40,Male,Admin,21,25081.18,3,5,4,5,No,2.22
1860,35,Male,Admin,20,173929.76,1,6,1,2,No,1.85
1861,47,Male,Finance,25,84576.04,2,2,3,1,No,1.47
1862,25,Female,Sales,7,133601.07,2,6,1,2,No,2.22
1863,46,Male,R&D,20,148681.72,5,4,3,3,No,2.83
1864,46,Female,HR,24,97372.04,5,8,4,1,No,1.71
1865,39,Female,HR,8,75159.62,2,9,2,1,No,1.67
1866,29,Male,Admin,0,193198.32,3,9,4,5,No,2.87
1867,35,Female,HR,5,193607.88,3,8,2,3,No,2.16
1868,53,Male,Sales,22,72098.55,4,3,1,5,No,2.4
1869,59,Male,Sales,18,106332.52,4,10,2,4,No,2.86
1870,54,Female,IT,22,195111.95,5,4,3,2,No,2.92
1871,44,Female,IT,10,20876.31,2,1,3,2,No,2.49
1872,36,Male,HR,10,94282.08,3,9,4,5,No,2.04
1873,54,Female,R&D,22,38082.36,2,5,1,2,No,1.79
1874,46,Female,IT,29,111648.43,1,6,3,2,No,2.23
1875,38,Female,IT,12,24440.59,2,3,4,4,No,3.53
1876,54,Male,Sales,10,93241.72,1,10,1,3,No,1.85
1877,23,Male,R&D,17,59725.83,4,8,1,1,No,1.8
1878,35,Female,Admin,22,115995.51,4,7,4,5,No,3.64
1879,27,Female,HR,14,199278.86,5,1,3,5,No,2.99
1880,27,Female,IT,0,164096.5,2,10,3,4,No,1.37
1881,24,Female,R&D,20,172215.58,2,5,4,4,No,2.78
1882,28,Female,R&D,24,134347.7,1,10,3,1,No,2.14
1883,29,Male,HR,6,27480.77,4,9,4,3,No,1.68
1884,36,Female,R&D,22,57223.58,1,6,3,5,No,2.78
1885,50,Male,R&D,26,186511.62,4,8,3,4,No,3
1886,54,Female,R&D,12,85900.36,1,10,4,5,No,2.6
1887,51,Male,IT,11,38654.61,4,1,4,2,No,1.97
1888,48,Female,HR,17,146432.97,1,10,3,5,No,2.73
1889,57,Male,R&D,23,73902.39,4,7,4,3,No,2.51
1890,50,Female,R&D,18,68394.24,1,3,3,3,No,1.94
1891,59,Male,IT,14,199635.94,2,9,2,5,No,2.6
1892,54,Male,HR,7,174465.01,5,6,1,2,No,1.59
1893,58,Male,Sales,18,93428.81,1,5,1,3,No,2.33
1894,48,Male,IT,9,196447.02,5,8,3,4,No,1.49
1895,54,Male,HR,6,137020.38,2,8,1,5,No,2.43
1896,25,Male,R&D,17,153564.04,2,3,3,2,No,2.37
1897,43,Female,HR,15,25672.35,4,2,4,4,No,3.19
1898,23,Male,HR,19,41888.95,5,2,2,5,No,3.39
1899,31,Female,Admin,26,133955.32,3,5,1,2,No,1.74
1900,26,Female,HR,5,181824.32,4,10,1,4,No,1.5
1901,31,Female,Sales,26,132273.87,5,7,4,3,No,3.9
1902,54,Female,HR,8,44124.48,1,8,2,5,No,3.17
1903,59,Female,Sales,20,40836.81,1,10,2,5,No,2.86
1904,34,Male,R&D,12,171953.46,2,8,2,3,No,2.2
1905,52,Male,Sales,24,45074.42,3,8,4,1,No,2.65
1906,57,Male,R&D,30,113641.75,1,10,1,4,No,3.78
1907,45,Female,R&D,20,26680.4,5,3,1,3,No,2.27
1908,36,Male,Sales,25,34520.56,5,2,2,5,No,2.54
1909,50,Male,IT,7,141022.69,1,4,4,4,No,2.11
1910,29,Male,Finance,15,144052.65,5,1,4,4,No,4.32
1911,26,Male,HR,12,81464.49,5,3,4,1,No,1.07
1912,50,Male,Admin,12,58809.76,2,9,2,5,No,2.53
1913,25,Female,Finance,16,166467.85,3,7,4,2,No,3.36
1914,33,Male,HR,22,59078.58,2,7,2,1,No,1.4
1915,23,Female,HR,19,117564.87,3,1,2,1,No,1
1916,48,Female,R&D,4,194277.59,5,7,2,2,No,1
1917,52,Female,HR,21,46613.44,3,10,3,2,No,1.85
1918,57,Female,Admin,20,189357.73,5,7,2,1,No,1
1919,57,Female,HR,27,52920.75,5,4,4,4,No,3.87
1920,47,Male,Sales,16,122139.78,2,7,3,3,No,2.43
1921,48,Male,Finance,27,87861.39,2,8,1,3,No,1.38
1922,26,Male,Sales,8,193687.15,4,3,1,1,No,1
1923,41,Female,Admin,1,69237.57,1,10,4,4,No,2.67
1924,32,Male,HR,24,91938.44,4,2,4,2,No,2.7
1925,31,Male,Admin,25,196914.82,4,7,4,1,No,3.07
1926,59,Female,R&D,17,116564.67,3,5,4,5,No,3.71
1927,27,Female,Sales,8,110473.42,5,5,3,4,No,1.62
1928,29,Female,Sales,5,66400.13,5,5,4,5,No,2.99
1929,44,Female,IT,10,146245.44,5,7,2,5,No,2.68
1930,47,Male,HR,24,22587.13,1,9,1,1,No,1
1931,33,Female,R&D,28,28912.27,3,8,4,4,No,2.72
1932,47,Female,Sales,5,127884.55,3,6,2,5,No,3.37
1933,34,Male,Sales,5,81501.42,5,7,4,4,No,1.79
1934,39,Male,R&D,12,191596.95,4,9,2,3,No,2.11
1935,46,Female,Admin,10,182574.32,1,6,3,5,No,2.5
1936,54,Male,Admin,13,148467.13,4,1,1,5,No,2.44
1937,33,Female,HR,1,167266.2,2,4,1,4,No,1.39
1938,57,Female,IT,7,140119.73,3,8,3,3,No,2.33
1939,25,Male,Sales,2,42604.78,3,7,2,5,No,2.47
1940,26,Male,IT,22,157797.81,4,3,4,1,No,2.26
1941,58,Female,Admin,20,57834.55,1,10,2,4,No,2.15
1942,29,Female,Admin,2,78219.71,3,3,1,4,No,1.22
1943,49,Female,Finance,0,167462.16,4,3,3,5,No,1.31
1944,52,Male,HR,23,116574.61,1,1,3,3,No,2.48
1945,30,Female,Finance,18,174789.33,4,10,2,5,No,1.92
1946,50,Female,Finance,17,58346.36,1,1,2,2,No,1.96
1947,35,Female,Finance,16,129400.12,5,6,3,5,No,3.05
1948,43,Female,HR,19,35082.38,1,1,1,2,No,2.25
1949,32,Female,HR,28,135750.98,2,5,4,1,No,1.89
1950,44,Male,R&D,23,157256.13,5,4,4,4,No,2.57
1951,22,Female,IT,12,125287.56,4,5,2,4,No,2.96
1952,58,Female,IT,2,67921.67,5,7,3,3,No,1
1953,42,Female,R&D,29,25641.68,5,6,3,5,No,4.58
1954,47,Female,R&D,0,41500.8,4,9,3,1,No,1
1955,57,Male,Admin,3,132014.54,4,6,1,2,No,1
1956,44,Male,Finance,24,188195.64,2,9,2,3,No,2.92
1957,22,Male,R&D,12,57176.19,4,4,2,1,No,1.57
1958,36,Female,Sales,16,152304.71,3,1,2,1,No,2.32
1959,42,Female,IT,27,175961.19,3,1,1,2,No,1.2
1960,30,Male,R&D,29,113758.79,2,10,2,2,No,2.72
1961,30,Male,Sales,10,140467.84,1,7,4,4,No,2.48
1962,31,Male,Sales,1,166702.76,1,3,2,5,No,1.41
1963,47,Female,Sales,24,66921.53,3,2,2,3,No,3.44
1964,56,Female,Admin,15,73441.22,4,6,2,5,No,2.77
1965,46,Male,Admin,1,20112.95,2,6,1,3,No,1.12
1966,47,Male,Sales,28,193356.94,1,7,4,1,No,2.73
1967,32,Male,Admin,18,185158.08,1,5,4,2,No,1.44
1968,59,Female,Finance,22,157622.29,5,8,3,2,No,1.68
1969,23,Female,Sales,18,34233.68,3,7,3,1,No,1.63
1970,28,Female,Finance,24,100550.52,4,2,4,1,No,2.46
1971,39,Male,Finance,15,38340.52,2,1,2,3,No,2.69
1972,48,Male,Sales,21,22865.65,1,9,2,1,No,1.31
1973,55,Female,IT,18,130912.93,5,5,2,3,No,1.64
1974,48,Male,Sales,8,192949.3,3,5,1,5,No,2.35
1975,38,Female,Sales,0,182516.24,3,10,2,2,Yes,1
1976,45,Male,Admin,9,145415.87,2,4,1,2,No,1
1977,46,Male,Sales,18,37395.31,1,2,4,2,No,1.84
1978,28,Male,IT,0,69349.53,2,5,2,5,No,1.81
1979,27,Male,Admin,1,77610.21,2,2,2,5,No,1.87
1980,45,Female,HR,15,157367.01,5,7,3,4,No,2.59
1981,54,Male,HR,11,164404.85,3,9,4,3,No,1.6
1982,50,Female,Finance,7,89319.1,4,9,2,3,No,1.58
1983,43,Female,Finance,22,95219.12,3,6,1,4,No,2.97
1984,47,Female,IT,17,28011.63,3,1,4,2,No,1
1985,49,Male,R&D,1,72044.61,5,6,3,3,No,1.41
1986,42,Female,HR,24,101231.33,4,5,4,3,No,2.07
1987,28,Female,Finance,28,41056.95,1,4,1,2,No,2.18
1988,38,Female,HR,12,101588.14,4,6,3,1,No,1
1989,41,Male,IT,5,173571.65,1,6,1,1,No,1
1990,41,Male,IT,20,124637.78,4,6,4,4,No,3.81
1991,43,Female,R&D,25,34207.37,2,2,3,5,No,2.86
1992,49,Male,R&D,5,54500.84,4,7,1,3,No,1
1993,28,Female,Admin,8,105417.98,5,4,4,3,No,1.87
1994,22,Female,IT,15,85067.69,1,9,1,4,No,2.31
1995,53,Male,Finance,10,84570.86,3,10,2,4,No,1.59
1996,34,Female,HR,6,115268.14,5,2,4,3,No,1.81
1997,51,Male,Sales,30,125191.27,1,5,3,2,No,2.37
1998,44,Male,R&D,9,163435.08,1,4,3,2,No,1.42
1999,40,Female,Sales,9,81373.98,3,9,2,5,No,2.52
2000,53,Male,Finance,29,164983.93,2,4,1,3,No,2.83
2001,51,Male,R&D,24,80950.02,5,8,1,3,No,1.56
2002,50,Female,Sales,19,29977.94,3,8,3,3,No,2.61
2003,50,Female,Finance,17,119753.78,3,6,1,3,No,3.52
2004,51,Male,HR,27,125822.42,2,6,4,4,No,4.12
2005,37,Male,Finance,23,188217.24,5,8,4,1,No,1.93
2006,40,Female,Admin,19,150691.04,3,10,3,3,No,2.52
2007,39,Male,R&D,28,185199.08,2,9,4,1,No,2.48
2008,22,Male,IT,8,183502.5,5,5,3,2,No,1.83
2009,35,Male,HR,30,128823.34,4,1,1,5,No,2.99
2010,23,Male,Sales,14,114997.17,1,1,1,2,No,1.37
2011,49,Male,R&D,3,120339.37,2,2,1,3,No,1
2012,51,Male,IT,30,196099.55,1,10,2,2,No,3.05
2013,59,Male,Finance,7,159170.18,4,10,3,4,No,2.31
2014,25,Female,IT,8,39127.86,3,5,4,1,No,1.66
2015,22,Female,R&D,12,160117.11,3,4,1,3,No,2.31
2016,29,Female,R&D,8,50696.85,5,1,2,4,No,2.62
2017,50,Female,Admin,25,100523.1,2,4,4,1,No,2.87
2018,24,Female,Admin,3,57882.74,2,4,4,4,No,2.75
2019,53,Male,IT,16,144124.95,5,10,4,2,No,2.98
2020,31,Male,Finance,15,177915.75,1,4,1,3,No,1.37
2021,31,Male,IT,14,72265.14,3,1,4,2,No,1.95
2022,40,Male,R&D,2,34761.93,3,9,3,5,No,2.55
2023,55,Female,R&D,24,73728.76,2,3,2,3,No,2.06
2024,54,Male,Sales,19,141025.13,2,4,4,2,No,2.17
2025,44,Male,Admin,4,79176.82,5,5,4,3,No,2
2026,49,Female,Sales,22,70060.19,4,7,3,1,No,1.88
2027,53,Male,HR,4,53198.33,1,6,4,3,No,1.93
2028,28,Male,R&D,19,109552.96,4,5,1,3,No,1.48
2029,50,Female,Sales,14,69670.79,4,8,1,1,No,1.18
2030,29,Male,IT,17,151581.86,2,1,1,2,No,1.72
2031,22,Male,Admin,14,33792.03,2,7,4,3,No,3.21
2032,24,Male,Admin,1,139525.95,2,6,2,4,No,1.52
2033,45,Male,Finance,28,62760.8,4,5,2,3,No,2.37
2034,44,Male,IT,12,108070.27,1,7,4,2,No,2.36
2035,29,Female,Finance,3,71496.19,2,3,2,1,No,1
2036,58,Female,Sales,9,150098.36,3,1,2,2,No,1.29
2037,24,Female,HR,12,190155.27,1,9,4,5,No,2.64
2038,54,Female,IT,9,185073.82,3,2,1,3,No,1.68
2039,49,Female,IT,28,125016.72,1,10,4,3,No,3.72
2040,29,Female,IT,30,103269.85,2,3,1,1,No,2.78
2041,55,Male,Finance,8,167294.09,5,8,1,3,No,1.62
2042,56,Female,Sales,7,142998.75,2,10,2,4,No,1.17
2043,53,Female,IT,2,53041.54,4,9,2,4,No,1.44
2044,45,Male,IT,15,167765.46,4,3,1,2,No,1.35
2045,35,Male,Admin,30,97199.19,1,6,1,1,No,2.18
2046,53,Female,HR,13,54017.42,4,7,2,5,No,2.58
2047,37,Male,Admin,8,70723.52,2,1,3,2,No,1.26
2048,25,Female,Admin,29,68154.87,3,7,1,1,No,1.32
2049,58,Male,HR,20,113457.26,2,4,1,1,No,1.07
2050,42,Female,Sales,10,62186.62,1,5,1,2,No,1
2051,35,Male,Admin,2,42241.97,4,8,2,2,No,1.91
2052,52,Male,Sales,4,42264.35,3,4,4,3,No,1.52
2053,39,Female,Admin,28,124989.72,5,4,1,5,No,3.13
2054,28,Female,R&D,9,152256.67,3,8,1,4,No,2.33
2055,31,Female,HR,12,77875.94,3,5,1,3,No,1.8
2056,28,Female,Admin,3,26237.13,2,6,4,1,No,1
2057,54,Female,R&D,23,42900.48,5,5,4,5,No,3.94
2058,44,Male,Finance,12,184645.02,1,1,1,5,No,2.48
2059,42,Female,R&D,11,108837.86,1,7,1,2,No,1
2060,40,Female,IT,4,101643.11,3,6,3,5,No,2.92
2061,40,Male,Admin,9,26848.85,3,2,4,5,No,3.19
2062,57,Male,R&D,27,151154.66,4,7,3,1,No,2.42
2063,50,Female,Sales,23,115052.25,5,6,1,3,No,3.07
2064,39,Male,Finance,8,56374.57,3,5,1,5,No,2.53
2065,23,Male,Admin,19,39813.28,4,8,1,2,No,2.31
2066,22,Female,IT,6,89009.82,5,5,1,3,No,1.92
2067,26,Male,R&D,1,170689.15,1,2,2,2,Yes,1.43
2068,41,Male,Finance,21,175753.02,4,6,2,5,No,2.05
2069,32,Female,Admin,23,128512.35,5,1,2,3,No,1.61
2070,23,Female,Finance,27,150956.56,4,5,3,5,No,3.88
2071,24,Male,IT,22,40728.04,3,6,4,1,No,2.82
2072,44,Male,R&D,6,125862.69,2,7,1,3,No,1.05
2073,33,Female,Finance,7,140053.83,1,2,4,2,No,1.19
2074,41,Male,Finance,6,56128.31,3,1,2,1,No,1.13
2075,26,Male,HR,20,178427.85,3,6,1,4,No,1.67
2076,58,Male,Finance,22,55099.41,5,3,1,2,No,1.82
2077,59,Female,HR,28,76425.92,4,5,3,5,No,3.32
2078,51,Male,R&D,13,131700.23,1,2,4,2,No,1.94
2079,30,Male,Admin,25,134903.01,3,1,3,4,No,3.99
2080,55,Female,Admin,18,145889.25,5,1,2,2,No,1.58
2081,56,Male,R&D,4,40162.11,1,4,4,1,No,1.33
2082,43,Male,R&D,22,172903.6,4,10,2,2,No,1.44
2083,45,Female,Sales,30,115912.48,3,2,3,3,No,3.47
2084,38,Female,R&D,24,104837.92,3,1,3,4,No,2.91
2085,31,Female,Finance,30,196597.57,3,6,1,2,No,2.89
2086,51,Female,Admin,17,153268.09,1,4,4,4,No,1.62
2087,44,Male,IT,19,41241.08,1,10,4,1,No,2.02
2088,53,Male,Admin,11,156177.05,1,7,1,3,No,1.72
2089,38,Female,HR,22,37144.81,1,6,4,5,No,3.86
2090,38,Female,Admin,16,24944.7,5,5,2,2,No,1.48
2091,35,Male,Sales,12,92652.66,2,10,2,1,No,1.69
2092,30,Female,R&D,1,198844.07,5,2,3,4,No,1.59
2093,23,Male,R&D,24,51479.11,3,5,2,4,No,2.85
2094,46,Female,Admin,12,141075.98,5,9,4,1,No,2.16
2095,30,Male,IT,25,51211.29,4,9,1,2,No,1.59
2096,43,Female,IT,6,150461.66,1,2,3,5,No,2.77
2097,25,Female,Sales,27,110963.66,4,7,1,2,No,2.32
2098,47,Male,HR,9,142394.91,4,10,3,3,No,1.78
2099,50,Female,Admin,22,56517.17,3,4,3,2,No,1.97
2100,55,Male,R&D,5,154213.1,1,3,1,3,No,1
2101,44,Male,Admin,2,199211.43,4,1,2,4,No,1.66
2102,58,Male,Sales,25,139817.09,3,3,2,3,No,2.38
2103,32,Male,Finance,2,108826.4,1,9,2,5,No,2.32
2104,27,Male,Finance,17,186171.32,2,9,2,1,No,1.82
2105,39,Female,Sales,10,22853.33,3,7,1,3,No,2.14
2106,42,Female,R&D,21,151386.23,5,3,4,2,No,3
2107,57,Male,Sales,19,179974.37,1,3,3,3,No,4.03
2108,59,Female,R&D,4,31101.43,4,4,1,4,No,1.86
2109,55,Male,IT,18,101011.55,4,7,2,3,No,1.77
2110,38,Female,Sales,21,56849.5,5,7,2,5,No,3.36
2111,58,Female,R&D,26,121973.27,5,2,1,3,No,3.2
2112,46,Female,Sales,27,136917.73,4,5,3,5,No,3.69
2113,59,Female,Sales,18,74472.17,1,7,1,2,No,1
2114,33,Male,R&D,29,102796.7,3,7,1,4,No,3.13
2115,44,Male,R&D,14,70281.11,5,6,4,1,No,1.49
2116,43,Female,HR,29,86490.41,5,10,1,2,No,1.59
2117,42,Female,Sales,15,48717.19,5,10,4,2,No,2.24
2118,48,Male,Finance,23,179400.7,2,8,3,1,No,1.29
2119,52,Female,Sales,8,21801.87,1,3,1,3,No,2.01
2120,27,Male,Sales,3,178833.65,1,1,1,3,No,1.62
2121,48,Male,R&D,14,122902.2,1,3,2,3,No,1.96
2122,55,Male,Sales,24,79698.41,1,2,1,4,No,2.32
2123,33,Female,Admin,11,150150.28,1,2,2,2,No,1.46
2124,28,Male,Sales,22,111395.39,4,2,2,5,No,2.49
2125,31,Female,Admin,2,109839.56,5,5,2,1,No,1
2126,38,Male,Finance,22,39825.61,4,1,3,2,No,1
2127,47,Female,R&D,13,90112.88,2,10,4,3,No,2.39
2128,42,Female,Sales,16,63391.58,3,4,2,1,No,1.56
2129,49,Female,Admin,18,22825.26,5,10,1,5,No,3.02
2130,23,Male,Admin,5,84817.93,2,5,1,2,No,1.2
2131,22,Male,Admin,3,36167.98,4,2,2,2,No,1.64
2132,57,Female,IT,6,66229.41,3,5,2,4,No,2.17
2133,47,Female,HR,29,36652.99,2,10,1,2,No,2.77
2134,50,Female,Finance,18,38169.49,3,4,2,2,No,3.21
2135,42,Male,Sales,16,55822.03,2,8,4,5,No,3.31
2136,32,Male,IT,24,199972.86,4,1,4,5,No,3.59
2137,32,Male,Sales,15,20393.15,3,5,3,1,No,2.24
2138,57,Male,Sales,14,134961.07,2,10,2,3,No,1.77
2139,56,Female,R&D,21,45423.87,4,1,3,5,No,3.09
2140,55,Female,R&D,7,185713.06,5,10,3,1,No,1.46
2141,45,Male,R&D,18,36853.92,4,10,3,2,No,2.14
2142,43,Male,IT,7,191911.37,4,4,2,1,No,1.08
2143,26,Female,Sales,17,129966.75,5,8,3,1,No,2.2
2144,54,Male,HR,27,20228.25,4,1,4,1,No,1.6
2145,57,Male,Finance,15,180921.3,5,2,3,1,No,2.67
2146,41,Male,R&D,19,113908.12,5,1,4,5,No,3.49
2147,40,Male,R&D,18,67280.55,5,7,4,3,No,2.4
2148,56,Male,Sales,9,158110.25,2,2,2,1,No,1.96
2149,38,Male,Sales,16,186799.8,3,1,3,4,No,2.65
2150,55,Female,IT,30,107064.35,2,6,2,2,No,2.56
2151,30,Male,IT,12,76799.63,5,6,4,2,No,1.89
2152,47,Male,R&D,12,162010.12,3,10,1,2,No,2.13
2153,23,Female,Sales,6,142721.39,3,2,3,2,No,1.5
2154,30,Female,HR,26,179975.45,5,1,2,2,No,2.02
2155,30,Female,Finance,9,144652.52,3,10,1,1,No,1.45
2156,38,Male,Sales,1,63835.1,3,3,3,3,No,2.14
2157,22,Female,Sales,3,187698.66,2,10,3,4,No,2.75
2158,46,Male,Admin,24,38870.43,3,5,2,5,No,3.42
2159,46,Male,IT,5,68229.7,5,6,1,4,No,2.22
2160,56,Male,Finance,23,113635.03,1,3,2,5,No,2.92
2161,24,Female,R&D,17,121833.56,1,9,3,5,No,3.46
2162,58,Female,Sales,22,22755.91,1,5,3,4,No,3.27
2163,51,Female,R&D,5,160503.09,5,2,4,1,No,1.62
2164,59,Female,Sales,28,85089.32,1,10,3,2,No,1.82
2165,55,Female,R&D,29,93155.34,2,6,3,1,No,2.16
2166,33,Male,Finance,24,165686.52,5,8,1,2,No,1.98
2167,40,Male,IT,22,88271.01,5,6,1,3,No,2.47
2168,58,Male,Finance,16,28500.48,5,4,4,5,No,4.3
2169,38,Male,Admin,13,51759.16,3,6,4,4,No,3.08
2170,31,Female,HR,23,192062.57,3,8,4,3,No,2.44
2171,33,Female,IT,10,32672.97,3,8,2,2,No,1.26
2172,37,Male,Finance,25,83887.62,4,10,2,1,No,2.64
2173,45,Female,Admin,30,110572.25,2,2,4,4,No,3.24
2174,40,Female,HR,18,108790.55,5,8,2,5,No,3.31
2175,29,Male,Admin,29,20712.79,5,6,3,3,No,3.01
2176,52,Male,Sales,1,110209.29,3,2,4,5,No,2.27
2177,42,Female,Sales,27,89079.04,5,1,4,2,No,2.5
2178,38,Female,R&D,2,194974.28,5,6,2,5,No,1
2179,44,Male,IT,10,48648.64,1,7,1,1,No,1.27
2180,58,Male,Sales,5,83747.76,5,10,4,3,No,1.42
2181,37,Male,Admin,28,95506.67,4,5,2,3,No,1.99
2182,27,Female,IT,13,90324.84,3,10,2,1,No,1.47
2183,29,Male,Sales,18,139849.55,2,8,1,5,No,3.11
2184,46,Male,R&D,25,58792.31,2,9,4,1,No,1.5
2185,39,Female,Finance,15,59792.88,1,4,1,4,No,2.65
2186,46,Female,R&D,20,151257.97,2,7,3,1,No,1.45
2187,33,Female,HR,21,110052.29,2,8,1,5,No,3.07
2188,36,Female,Sales,23,94728.02,3,6,1,1,No,1.94
2189,47,Female,HR,6,50456.55,3,2,2,2,No,1.2
2190,47,Male,HR,29,53754.9,4,7,1,1,No,1.96
2191,53,Male,Admin,26,21899.29,1,9,3,1,No,2
2192,31,Female,IT,7,36456.73,2,5,2,5,No,2.38
2193,37,Female,Admin,18,120230.97,4,2,3,4,No,2.83
2194,28,Female,Sales,19,180537.16,1,4,1,4,No,1.89
2195,38,Female,HR,15,71689.66,2,3,3,5,No,2.17
2196,44,Female,Finance,21,78994.5,2,4,3,5,No,3.65
2197,47,Male,HR,26,40809.01,3,10,1,5,No,3.1
2198,42,Male,Finance,6,89953.57,5,7,1,2,No,1.53
2199,43,Male,Admin,8,26699.91,1,10,2,3,No,1.36
2200,28,Male,Admin,12,185168.13,2,8,2,1,No,1
2201,35,Female,IT,0,141160.04,1,1,4,5,No,1.79
2202,36,Male,HR,28,198334.79,4,8,2,5,No,3.21
2203,28,Female,R&D,30,178908.17,4,5,1,5,No,3.32
2204,30,Female,Admin,7,105138.31,5,7,3,4,No,1.88
2205,29,Female,Admin,23,113543.31,2,1,3,5,No,4.03
2206,44,Male,IT,21,54303.69,3,2,2,1,No,1.43
2207,50,Female,Finance,3,103167.08,2,1,2,5,No,2.17
2208,39,Male,IT,2,182545.02,1,5,1,1,No,1
2209,52,Male,HR,26,29153.62,4,6,3,2,No,2.16
2210,51,Female,Sales,2,175440.22,1,10,4,3,No,1.76
2211,56,Female,Sales,21,81370.6,5,9,4,4,No,2.63
2212,39,Female,Finance,12,181912.3,4,8,2,1,No,1.34
2213,38,Male,Admin,7,189358.38,3,7,4,2,No,1.97
2214,35,Female,Finance,6,140755.68,4,5,1,3,No,1.95
2215,52,Male,Admin,26,139596.28,2,3,4,3,No,2.46
2216,45,Female,Admin,0,101495.78,2,9,2,3,No,1.38
2217,56,Female,Sales,26,170397.24,4,5,1,1,No,1.77
2218,55,Male,Finance,15,193090.3,5,3,3,2,No,1.03
2219,24,Male,IT,5,159514.72,2,3,1,5,No,1.39
2220,58,Male,Admin,6,131948.61,2,3,2,2,No,1.54
2221,47,Male,R&D,11,129222.72,3,6,2,2,No,1
2222,44,Male,R&D,22,172904.58,4,1,4,2,No,2.46
2223,36,Male,IT,8,117416.68,2,4,4,1,No,1
2224,25,Female,R&D,26,164694.78,5,8,3,1,No,2.15
2225,50,Female,HR,10,111599.35,1,3,3,1,No,1
2226,43,Male,Admin,9,31239.97,4,5,2,2,No,1.15
2227,46,Female,IT,20,89110.46,3,2,2,1,No,1.48
2228,34,Male,Finance,0,99999.37,2,2,2,3,No,1.36
2229,39,Female,Admin,17,45491.1,5,7,3,1,No,1.62
2230,54,Female,IT,30,38449.34,4,10,2,4,No,2.48
2231,37,Male,Sales,3,116383.69,5,3,3,1,No,1
2232,23,Male,Finance,4,35325.85,5,5,2,1,No,1
2233,56,Male,Sales,8,74530.13,3,3,1,1,No,1
2234,55,Female,Admin,26,154027.46,4,6,1,1,No,1.88
2235,51,Male,Finance,30,193597.79,2,10,2,4,No,3.43
2236,34,Female,R&D,16,149216.7,3,3,1,5,No,2.25
2237,34,Male,IT,2,198672.6,2,8,3,1,No,1
2238,39,Female,Admin,15,145700.83,1,2,4,3,No,2.29
2239,53,Female,HR,4,72883,5,3,1,4,No,1.61
2240,53,Male,Finance,15,140969.46,1,8,4,5,No,2.47
2241,56,Female,Finance,2,146388.22,5,8,1,1,No,1
2242,50,Female,Admin,19,86910.86,3,1,3,5,No,3.28
2243,50,Male,Admin,14,23188.49,2,8,1,3,No,1.85
2244,37,Female,Sales,29,146575.96,2,10,1,4,No,3.42
2245,31,Male,R&D,2,23906.02,3,2,2,4,No,2.56
2246,51,Male,Sales,19,133613.85,4,7,4,5,No,2.5
2247,46,Male,Sales,13,49450.97,1,6,4,1,No,1.54
2248,41,Male,R&D,30,121808.63,1,2,3,2,No,2.76
2249,26,Female,HR,15,110704.34,2,5,3,4,No,2.73
2250,22,Female,Sales,28,22432.46,2,7,4,2,No,3.31
2251,51,Female,Sales,28,85315.85,2,8,2,4,No,3.36
2252,24,Male,Finance,30,128196.41,3,3,2,1,No,2.77
2253,35,Female,R&D,30,172749.18,4,1,4,1,No,2.63
2254,51,Female,IT,16,179955.58,1,7,1,4,No,1.89
2255,25,Male,HR,27,107092.99,5,5,4,5,No,4.62
2256,39,Male,HR,23,151116.05,3,5,1,1,No,1.73
2257,58,Female,R&D,19,76961.82,1,7,4,1,No,1.93
2258,46,Male,Admin,22,81593.55,4,1,1,3,No,1.66
2259,22,Male,Admin,17,55003.43,3,8,2,1,No,1.63
2260,36,Male,Finance,17,121150.66,1,10,4,3,No,3.05
2261,30,Male,Finance,21,76621.55,3,5,3,1,No,1.7
2262,36,Female,R&D,13,35186.76,1,8,1,1,No,1.08
2263,45,Male,Finance,17,143301.1,1,10,2,5,No,2.87
2264,25,Male,HR,14,147395.58,4,10,3,5,No,3.04
2265,33,Male,HR,14,84798.64,5,5,2,1,No,1.27
2266,58,Male,IT,5,33810.21,4,7,1,4,No,1.45
2267,58,Male,Admin,26,96733.59,1,10,4,4,No,3.04
2268,27,Male,R&D,14,99620.38,3,3,2,1,No,1
2269,45,Male,Sales,17,140360.76,4,2,4,4,No,2.46
2270,32,Male,Admin,3,76774.95,5,6,4,1,No,1
2271,34,Female,Sales,22,142867.87,1,5,2,5,No,2.23
2272,55,Male,IT,7,176867.94,4,9,2,2,No,1.85
2273,46,Female,IT,14,62747.49,4,10,2,3,No,2.18
2274,28,Male,Finance,2,196205.52,4,4,4,4,No,2.17
2275,25,Male,IT,29,89546.26,4,3,3,4,No,3.9
2276,29,Male,IT,14,68106.56,3,9,1,5,No,2.76
2277,41,Male,Sales,12,95872.01,5,8,3,4,No,2.01
2278,50,Female,Finance,8,36991.55,5,6,4,1,No,2.09
2279,31,Male,IT,1,42627.06,1,1,2,1,Yes,1.24
2280,55,Male,Admin,23,94598.13,2,10,2,2,No,1.59
